"hotel_id","name","city","address","link ","rate"
"1098020","Roda Amwaj Suites Jumeirah Beach Residence","Dubai","The Walk","https://www.expedia.com/Dubai-Hotels-Roda-Amwaj-Suites.h8745057.Hotel-Information","4.2/5 Very Good"
